cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
25.96,18.9,51.5,27.5,31.8,12.94,625.58,0.38,1.58,0.59,0.0267,2.46287,Stable
26.39,18.91,51.9,27.9,32.1,13.29,633.45,0.42,1.61,0.59,0.0269,2.47563,Stable
26.83,18.91,52.3,28.2,32.3,13.65,641.32,0.46,1.63,0.6,0.0271,2.48702,Stable
27.26,18.91,52.7,28.6,32.5,14.0,649.18,0.5,1.65,0.6,0.0274,2.49383,Stable
27.69,18.9,53.1,29.0,32.8,14.35,657.05,0.54,1.68,0.3,0.0276,2.50798,Stable
28.13,18.91,53.5,29.3,33.0,14.71,664.91,0.58,1.7,0.3,0.0278,2.51949,Stable
28.56,18.9,53.9,29.7,33.2,15.06,672.78,0.62,1.72,0.31,0.028,2.52652,Stable
28.99,18.9,54.2,30.0,33.5,15.42,680.65,0.65,1.75,0.31,0.0283,2.54666,Stable
29.43,18.9,54.6,30.4,33.7,15.77,688.51,0.69,1.77,0.31,0.0285,2.55373,Stable
29.86,18.9,55.0,30.7,34.0,16.13,696.38,0.73,1.79,0.31,0.0287,2.57473,Stable
30.29,18.9,55.4,31.1,34.2,16.48,704.24,0.77,1.82,0.32,0.0289,2.5804,Stable
30.73,18.91,55.8,31.4,34.4,16.84,712.11,0.81,1.84,0.32,0.0291,2.59194,Stable
31.16,18.9,56.2,31.8,34.7,17.19,719.98,0.85,1.86,0.32,0.0293,2.60776,Stable
31.59,18.91,56.6,32.2,34.9,17.54,727.84,0.89,1.89,0.32,0.0295,2.6126,Stable
32.02,18.9,57.0,32.5,35.1,17.9,735.71,0.93,1.91,0.32,0.0297,2.62453,Stable
32.46,18.91,57.4,32.9,35.4,18.25,743.58,0.97,1.93,0.33,0.0299,2.63917,Stable
32.89,18.91,57.8,33.2,35.6,18.61,751.44,1.01,1.96,0.33,0.0301,2.64944,Stable
33.32,18.9,58.2,33.6,35.8,18.96,759.31,1.05,1.98,0.33,0.0303,2.65623,Stable
33.76,18.91,58.6,33.9,36.1,19.32,767.17,1.09,2.0,0.33,0.0305,2.67639,Stable
34.19,18.91,59.0,34.3,36.3,19.67,775.04,1.13,2.03,0.34,0.0306,2.68116,Stable
34.62,18.91,59.4,34.6,36.6,20.02,782.91,1.17,2.05,0.34,0.0308,2.70184,Stable
35.06,18.9,59.8,35.0,36.8,20.38,790.77,1.2,2.07,0.34,0.031,2.70818,Stable
35.49,18.9,10.2,35.3,37.0,20.73,798.64,1.24,2.1,0.34,0.1841,6.89535,Stable
35.92,18.91,10.6,35.7,37.3,21.09,806.5,1.28,2.12,0.35,0.1792,6.82425,Stable
36.35,18.91,11.0,36.0,37.5,21.44,814.37,1.32,2.14,0.35,0.1748,6.74897,Stable
36.79,18.9,11.3,36.4,37.7,21.8,822.24,1.36,2.17,0.35,0.1723,6.71269,Stable
37.22,18.91,11.7,36.8,38.0,22.15,830.1,1.4,2.19,0.35,0.1682,6.65537,Stable
37.65,18.91,12.1,37.1,38.2,22.5,837.97,1.44,2.21,0.36,0.1645,6.59369,Stable
38.09,18.9,12.5,37.5,38.4,22.86,845.83,1.48,2.24,0.36,0.1612,6.53081,Stable
38.52,18.9,12.9,37.8,38.7,23.21,853.7,1.52,2.26,0.36,0.158,6.49827,Stable
38.95,18.91,13.3,38.2,38.9,23.57,861.57,1.56,2.28,0.36,0.1549,6.44141,Stable
39.39,18.91,13.7,38.5,39.2,23.92,869.43,1.6,2.31,0.36,0.152,6.41419,Stable
39.82,18.91,14.1,38.9,39.4,24.28,877.3,1.64,2.33,0.37,0.1493,6.36725,Stable
40.25,18.91,14.5,39.2,39.6,24.63,885.17,1.68,2.35,0.37,0.1468,6.33001,Stable
40.69,18.91,14.9,39.6,39.9,24.98,893.03,1.72,2.38,0.37,0.1444,6.30613,Stable
41.12,18.9,15.3,40.0,10.1,25.34,900.9,1.75,2.4,0.37,0.1422,2.05918,Stable
41.55,18.91,15.7,40.3,10.3,25.69,908.76,1.79,2.42,0.38,0.14,2.05388,Stable
41.98,18.91,16.1,40.6,10.6,26.05,916.63,1.83,2.45,0.38,0.1379,2.06068,Stable
42.42,18.91,16.5,41.0,10.8,26.4,924.5,1.87,2.47,0.38,0.136,2.05553,Stable
42.85,18.91,16.8,41.4,11.0,26.76,932.36,1.91,2.49,0.38,0.1349,2.05978,Stable
43.28,18.91,17.2,41.7,11.3,27.11,940.23,1.95,2.52,0.39,0.1331,2.06792,Stable
43.72,18.91,17.6,42.1,11.5,27.47,948.09,1.99,2.54,0.39,0.1314,2.06392,Stable
44.15,18.91,18.0,42.4,11.8,27.82,955.96,2.03,2.57,0.39,0.1297,2.07245,Stable
44.58,18.9,18.4,42.8,12.0,28.17,963.83,2.07,2.59,0.39,0.1282,2.07005,Stable
45.02,18.91,18.8,43.1,12.2,28.53,971.69,2.11,2.61,0.4,0.1266,2.06864,Stable
45.45,18.91,19.2,43.5,12.5,28.88,979.56,2.15,2.64,0.4,0.1252,2.07709,Stable
45.88,18.91,19.6,43.8,12.7,29.24,987.43,2.19,2.66,0.4,0.1238,2.07758,Stable
46.32,18.9,20.0,44.2,12.9,29.59,995.29,2.23,2.68,0.4,0.1225,2.0771,Stable
46.75,18.91,20.4,44.6,13.2,29.95,4.16,2.27,2.71,0.4,0.1212,1.22872,Stable
47.18,18.91,20.8,44.9,13.4,30.3,12.02,2.3,2.73,0.41,0.12,1.22379,Stable
47.61,18.9,21.2,45.3,13.6,30.65,19.89,2.34,2.75,0.41,0.1188,1.21704,Stable
48.05,18.9,21.6,45.6,13.9,31.01,27.76,2.38,2.78,0.41,0.1177,1.21533,Stable
48.48,18.9,22.0,46.0,14.1,31.36,35.62,2.42,2.8,0.41,0.1166,1.20901,Stable
48.91,18.9,22.4,46.3,14.4,31.72,43.49,2.46,2.82,0.42,0.1155,1.20723,Stable
49.35,18.9,22.8,46.7,14.6,32.07,51.35,2.5,2.85,0.42,0.1145,1.20128,Stable
49.78,18.91,23.2,47.0,14.8,32.43,59.22,2.54,2.87,0.42,0.1135,1.19701,Stable
50.21,18.9,23.5,47.4,15.1,32.78,67.09,2.58,2.89,0.42,0.113,1.19758,Stable
50.65,18.91,23.9,47.7,15.3,33.13,74.95,2.62,2.92,0.43,0.1121,1.19367,Stable
51.08,18.9,24.3,48.1,15.5,33.49,82.82,2.66,2.94,0.43,0.1112,1.18833,Stable
51.51,18.9,24.7,48.4,15.8,33.84,90.69,2.7,2.96,0.43,0.1103,1.18756,Stable
51.95,18.9,25.1,48.8,16.0,34.2,98.55,2.74,2.99,0.43,0.1095,1.18252,Stable
52.38,18.9,25.5,49.2,16.2,34.55,106.42,2.78,0.04,0.44,0.1087,2.17584,Stable
52.81,18.9,25.9,49.5,16.5,34.91,114.28,2.82,0.06,0.44,0.1079,2.1631,Stable
53.24,18.91,26.3,49.9,16.7,35.26,122.15,2.85,0.09,0.44,0.1071,2.12692,Stable
53.68,18.91,26.7,50.2,17.0,35.61,130.02,2.89,0.11,0.44,0.1063,2.11643,Stable
54.11,18.9,27.1,50.6,17.2,35.97,137.88,2.93,0.13,0.45,0.1056,2.09672,Stable
54.54,18.9,27.5,50.9,17.4,36.32,145.75,2.97,0.16,0.45,0.1049,2.06864,Stable
54.98,18.91,27.9,51.3,17.6,36.68,153.61,3.01,0.18,0.45,0.1042,2.05031,Stable
55.41,18.9,28.3,51.6,17.9,37.03,161.48,3.05,0.2,0.45,0.1036,2.04476,Stable
55.84,18.91,28.7,52.0,18.1,37.39,169.35,3.09,0.23,0.45,0.1029,2.01785,Stable
56.28,18.91,29.1,52.4,18.4,37.74,177.21,3.13,0.25,0.46,0.1023,2.01072,Stable
56.71,18.91,29.4,52.7,18.6,38.09,185.08,3.17,0.27,0.46,0.102,2.00224,Stable
57.14,18.91,29.8,53.1,18.8,38.45,192.95,3.21,0.3,0.46,0.1014,1.97885,Stable
57.58,18.9,30.2,53.4,19.1,38.8,200.81,3.25,0.32,0.46,0.1009,1.97602,Stable
58.01,18.9,30.6,53.8,19.3,39.16,208.68,3.29,0.34,0.47,0.1003,1.96254,Stable
58.44,18.9,31.0,54.1,19.5,39.51,216.54,3.33,0.37,0.47,0.0997,1.94334,Stable
58.87,18.9,31.4,54.5,19.8,39.87,224.41,3.37,0.39,0.47,0.0992,1.93875,Stable
59.31,18.9,31.8,54.8,20.0,40.22,232.28,3.4,0.41,0.47,0.0987,1.92989,Stable
59.74,18.9,32.2,55.2,20.2,40.58,240.14,3.44,0.44,0.48,0.0982,1.91072,Stable
5.04,18.92,32.9,56.1,21.1,42.24,284.99,3.71,0.62,0.5,0.0081,1.31256,Stable
5.48,18.93,33.3,56.5,21.4,42.6,292.86,3.75,0.64,0.5,0.0087,1.31798,Stable
5.91,18.92,33.7,56.8,21.6,42.95,300.73,3.79,0.66,0.5,0.0093,1.31941,Stable
6.34,18.93,34.1,57.2,21.8,43.3,308.59,3.83,0.69,0.5,0.0098,1.3111,Stable
6.78,18.92,34.4,57.6,22.1,43.66,316.46,3.86,0.71,0.51,0.0104,1.32126,Stable
7.21,18.93,34.8,57.9,22.3,44.01,324.32,3.9,0.73,0.51,0.0109,1.32219,Stable
7.64,18.92,35.2,58.3,22.5,44.37,332.19,3.94,0.76,0.51,0.0115,1.31683,Stable
8.08,18.92,35.6,58.6,22.8,44.72,340.06,3.98,0.78,0.51,0.012,1.32503,Stable
8.51,18.93,36.0,59.0,23.0,45.08,347.92,4.02,0.8,0.52,0.0125,1.32569,Stable
8.94,18.92,36.4,59.3,23.2,45.43,355.79,4.06,0.83,0.52,0.013,1.32243,Stable
9.38,18.91,36.8,59.7,23.5,45.78,363.66,4.1,0.85,0.52,0.0135,1.3308,Stable
9.81,18.91,37.2,15.0,23.7,46.14,371.52,4.14,0.87,0.52,0.0139,3.39189,Stable
10.24,18.93,37.6,15.4,24.0,46.49,379.39,4.18,0.9,0.52,0.0144,3.37739,Stable
10.67,18.91,38.0,15.8,24.2,46.85,387.25,4.22,0.92,0.53,0.0148,3.35511,Stable
11.11,18.92,38.4,16.1,24.4,47.2,395.12,4.26,0.94,0.53,0.0153,3.3426,Stable
11.54,18.92,38.8,16.4,24.7,47.56,402.99,4.3,0.97,0.53,0.0157,3.33635,Stable
11.97,18.92,39.2,16.8,24.9,47.91,410.85,4.34,0.99,0.53,0.0161,3.30929,Stable
12.41,18.91,39.6,17.2,25.1,48.26,418.72,4.38,1.01,0.54,0.0166,3.28606,Stable
12.84,18.91,40.0,17.5,25.4,48.62,426.58,4.41,1.04,0.54,0.017,3.28459,Stable
13.27,18.91,40.4,17.9,25.6,48.97,434.45,4.45,1.06,0.54,0.0174,3.26294,Stable
13.71,18.92,40.8,18.2,25.8,49.33,442.32,4.49,1.08,0.54,0.0178,3.25439,Stable
14.14,18.92,41.1,18.6,26.1,49.68,450.18,4.53,1.11,0.55,0.0182,3.24683,Stable
14.57,18.92,41.5,18.9,26.3,5.04,458.05,4.57,1.13,0.55,0.0186,2.39691,Stable
15.01,18.93,41.9,19.3,26.6,5.39,465.91,4.61,1.15,0.55,0.0189,2.40651,Stable
15.44,18.92,42.3,19.6,26.8,5.75,473.78,4.65,1.18,0.55,0.0193,2.41841,Stable
15.87,18.93,42.7,20.0,27.0,6.1,481.65,4.69,1.2,0.56,0.0196,2.42361,Stable
16.3,18.92,43.1,20.4,27.3,6.45,489.51,4.73,1.23,0.56,0.02,2.43923,Stable
16.74,18.92,43.5,20.7,27.5,6.81,497.38,4.77,1.25,0.56,0.0203,2.45212,Stable
17.17,18.93,43.9,21.1,27.7,7.16,505.25,4.81,1.27,0.56,0.0207,2.45755,Stable
17.6,18.92,44.3,21.4,28.0,7.52,513.11,4.85,1.3,0.56,0.021,2.47966,Stable
18.04,18.92,44.7,21.8,28.2,7.87,520.98,4.89,1.32,0.57,0.0213,2.48498,Stable
18.47,18.92,45.1,22.1,28.4,8.23,528.84,4.93,1.34,0.57,0.0216,2.49764,Stable
18.9,18.93,45.5,22.5,28.7,8.58,536.71,4.96,1.37,0.57,0.0219,2.51254,Stable
19.34,18.92,45.9,22.8,28.9,8.93,544.58,0.01,1.39,0.57,0.0223,2.35789,Stable
19.77,18.92,46.3,23.2,29.2,9.29,552.44,0.05,1.41,0.58,0.0226,2.37187,Stable
20.2,18.93,46.6,23.5,29.4,9.64,560.31,0.09,1.44,0.58,0.0229,2.38255,Stable
20.64,18.92,47.0,23.9,29.6,10.0,568.17,0.13,1.46,0.58,0.0232,2.38866,Stable
21.07,18.92,47.4,24.2,29.9,10.35,576.04,0.17,1.48,0.58,0.0235,2.40945,Stable
21.5,18.93,47.8,24.6,30.1,10.71,583.91,0.21,1.51,0.59,0.0238,2.41413,Stable
21.93,18.92,48.2,25.0,30.3,11.06,591.77,0.25,1.53,0.59,0.024,2.41874,Stable
22.37,18.93,48.6,25.3,30.6,11.41,599.64,0.29,1.55,0.59,0.0243,2.43898,Stable
22.8,18.93,49.0,25.7,30.8,11.77,607.51,0.33,1.58,0.59,0.0246,2.44368,Stable
23.23,18.92,49.4,26.0,31.0,12.12,615.37,0.37,1.6,0.6,0.0249,2.45538,Stable
23.67,18.93,49.8,26.4,31.3,12.48,623.24,0.41,1.62,0.6,0.0251,2.46879,Stable
24.1,18.92,50.2,26.7,31.5,12.83,631.1,0.45,1.65,0.3,0.0254,2.47937,Stable
24.53,18.92,50.6,27.1,31.8,13.19,638.97,0.49,1.67,0.3,0.0256,2.4935,Stable
24.97,18.92,51.0,27.4,32.0,13.54,646.84,0.52,1.69,0.3,0.0259,2.50389,Stable
25.4,18.92,51.4,27.8,32.2,13.89,654.7,0.56,1.72,0.31,0.0261,2.50876,Stable
25.83,18.91,51.8,28.2,32.5,14.25,662.57,0.6,1.74,0.31,0.0264,2.52535,Stable
26.27,18.92,52.2,28.5,32.7,14.6,670.43,0.64,1.76,0.31,0.0266,2.5365,Stable
26.7,18.93,52.6,28.9,32.9,14.96,678.3,0.68,1.79,0.31,0.0268,2.54156,Stable
27.13,18.93,53.0,29.2,33.2,15.31,686.17,0.72,1.81,0.32,0.027,2.56224,Stable
27.56,18.91,53.4,29.6,33.4,15.67,694.03,0.76,1.83,0.32,0.0273,2.57072,Stable
28.0,18.92,53.7,29.9,33.6,16.02,701.9,0.8,1.86,0.32,0.0276,2.58313,Stable
28.43,18.92,54.1,30.3,33.9,16.38,709.77,0.84,1.88,0.32,0.0278,2.59939,Stable
28.86,18.92,54.5,30.6,34.1,16.73,717.63,0.88,1.9,0.33,0.028,2.61147,Stable
29.3,18.92,54.9,31.0,34.4,17.08,725.5,0.92,1.93,0.33,0.0282,2.62622,Stable
29.73,18.92,55.3,31.3,34.6,17.44,733.36,0.96,1.95,0.33,0.0284,2.63825,Stable
30.16,18.92,55.7,31.7,34.8,17.79,741.23,1.0,1.97,0.33,0.0286,2.64482,Stable
30.6,18.92,56.1,32.0,35.1,18.15,749.1,1.04,2.0,0.34,0.0288,2.66452,Stable
31.03,18.92,56.5,32.4,35.3,18.5,756.96,1.07,2.02,0.34,0.029,2.66951,Stable
31.46,18.92,56.9,32.8,35.5,18.86,764.83,1.11,2.04,0.34,0.0292,2.67586,Stable
31.9,18.92,57.3,33.1,35.8,19.21,772.69,1.15,2.07,0.34,0.0294,2.69522,Stable
32.33,18.92,57.7,33.5,36.0,19.56,780.56,1.19,2.09,0.35,0.0296,2.70164,Stable
32.76,18.93,58.1,33.8,36.2,19.92,788.43,1.23,2.11,0.35,0.0298,2.71297,Stable
33.19,18.92,58.5,34.2,36.5,20.27,796.29,1.27,2.14,0.35,0.03,2.7282,Stable
33.63,18.93,58.9,34.5,36.7,20.63,804.16,1.31,2.16,0.35,0.0302,2.73975,Stable
34.06,18.93,59.2,34.9,37.0,20.98,812.03,1.35,2.18,0.35,0.0304,2.75724,Stable
34.49,18.92,59.6,35.2,37.2,21.34,819.89,1.39,2.21,0.36,0.0306,2.76891,Stable
34.93,18.92,10.0,35.6,37.4,21.69,827.76,1.43,2.23,0.36,0.1846,7.25325,Stable
35.36,18.91,10.4,35.9,37.7,22.04,835.62,1.47,2.25,0.36,0.1798,7.18206,Stable
35.79,18.93,10.8,36.3,37.9,22.4,843.49,1.51,2.28,0.36,0.1751,7.07949,Stable
36.23,18.93,11.2,36.6,38.1,22.75,851.36,1.55,2.3,0.37,0.1709,6.99854,Stable
36.66,18.92,11.6,37.0,38.4,23.11,859.22,1.59,2.32,0.37,0.167,6.93953,Stable
37.09,18.92,12.0,37.4,38.6,23.46,867.09,1.63,2.35,0.37,0.1634,6.86077,Stable
37.53,18.92,12.4,37.7,38.8,23.82,874.95,1.66,2.37,0.37,0.16,6.79352,Stable
37.96,18.92,12.8,38.1,39.1,24.17,882.82,1.7,2.39,0.38,0.1567,6.74729,Stable
38.39,18.91,13.2,38.4,39.3,24.52,890.69,1.74,2.42,0.38,0.1538,6.69443,Stable
38.82,18.93,13.6,38.8,39.6,24.88,898.55,1.78,2.44,0.38,0.1508,6.65367,Stable
39.26,18.92,14.0,39.1,39.8,25.23,906.42,1.82,2.46,0.38,0.1482,6.6103,Stable
39.69,18.92,14.4,39.5,10.0,25.59,914.28,1.86,2.49,0.39,0.1457,2.13488,Stable
40.12,18.92,14.8,39.8,10.3,25.94,922.15,1.9,2.51,0.39,0.1433,2.13969,Stable
40.56,18.93,15.2,40.2,10.5,26.3,930.02,1.94,2.53,0.39,0.141,2.13084,Stable
40.99,18.92,15.6,40.6,10.7,26.65,937.88,1.98,2.56,0.39,0.1389,2.12365,Stable
41.42,18.92,16.0,40.9,11.0,27.01,945.75,2.02,2.58,0.39,0.1368,2.13029,Stable
41.86,18.93,16.3,41.3,11.2,27.36,953.62,2.06,2.6,0.4,0.1357,2.13352,Stable
42.29,18.92,16.7,41.6,11.4,27.71,961.48,2.1,2.63,0.4,0.1338,2.12967,Stable
42.72,18.93,17.1,42.0,11.7,28.07,969.35,2.14,2.65,0.4,0.132,2.13517,Stable
43.15,18.92,17.5,42.3,11.9,28.42,977.21,2.18,2.68,0.4,0.1303,2.13256,Stable
43.59,18.93,17.9,42.7,12.2,28.78,985.08,2.21,2.7,0.41,0.1286,2.13781,Stable
44.02,18.92,18.3,43.0,12.4,29.13,992.95,2.25,2.72,0.41,0.1271,2.13703,Stable
44.45,18.92,18.7,43.4,12.6,29.49,1.81,2.29,2.75,0.41,0.1256,1.25815,Stable
44.89,18.93,19.1,43.7,12.9,29.84,9.68,2.33,2.77,0.41,0.1242,1.25501,Stable
45.32,18.93,19.5,44.1,13.1,30.19,17.54,2.37,2.79,0.42,0.1228,1.24684,Stable
45.75,18.92,19.9,44.4,13.3,30.55,25.41,2.41,2.82,0.42,0.1215,1.24073,Stable
46.19,18.92,20.3,44.8,13.6,30.9,33.28,2.45,2.84,0.42,0.1203,1.23689,Stable
46.62,18.93,20.7,45.2,13.8,31.26,41.14,2.49,2.86,0.42,0.119,1.22918,Stable
47.05,18.92,21.1,45.5,14.0,31.61,49.01,2.53,2.89,0.43,0.1179,1.2242,Stable
47.49,18.92,21.5,45.9,14.3,31.97,56.88,2.57,2.91,0.43,0.1167,1.22015,Stable
47.92,18.91,21.8,46.2,14.5,32.32,64.74,2.61,2.93,0.43,0.1162,1.21939,Stable
48.35,18.92,22.2,46.6,14.8,32.67,72.61,2.65,2.96,0.43,0.1151,1.21571,Stable
48.78,18.92,22.6,46.9,15.0,33.03,80.47,2.69,2.98,0.43,0.1141,1.21139,Stable
49.22,18.92,23.0,47.3,15.2,33.38,88.34,2.73,0.03,0.44,0.1131,2.21567,Stable
49.65,18.92,23.4,47.6,15.5,33.74,96.21,2.76,0.06,0.44,0.1121,2.18725,Stable
50.08,18.92,23.8,48.0,15.7,34.09,104.07,2.8,0.08,0.44,0.1112,2.16207,Stable
50.52,18.93,24.2,48.3,15.9,34.45,111.94,2.84,0.1,0.44,0.1103,2.1401,Stable
50.95,18.92,24.6,48.7,16.2,34.8,119.8,2.88,0.13,0.45,0.1095,2.11608,Stable
51.38,18.92,25.0,49.0,16.4,35.15,127.67,2.92,0.15,0.45,0.1086,2.09686,Stable
51.82,18.91,25.4,49.4,16.6,35.51,135.54,2.96,0.17,0.45,0.1079,2.07807,Stable
52.25,18.92,25.8,49.8,16.9,35.86,143.4,3.0,0.2,0.45,0.107,2.05618,Stable
52.68,18.92,26.2,50.1,17.1,36.22,151.27,3.04,0.22,0.46,0.1063,2.04114,Stable
53.12,18.93,26.6,50.5,17.4,36.57,159.14,3.08,0.24,0.46,0.1055,2.03199,Stable
53.55,18.93,27.0,50.8,17.6,36.93,167.0,3.12,0.27,0.46,0.1048,2.00881,Stable
53.98,18.91,27.4,51.2,17.8,37.28,174.87,3.16,0.29,0.46,0.1042,1.99527,Stable
54.41,18.92,27.8,51.5,18.1,37.64,182.73,3.2,0.31,0.47,0.1034,1.99025,Stable
54.85,18.93,28.2,51.9,18.3,37.99,190.6,3.24,0.34,0.47,0.1027,1.96723,Stable
55.28,18.92,28.5,52.2,18.5,38.34,198.47,3.28,0.36,0.47,0.1025,1.96198,Stable
55.71,18.92,28.9,52.6,18.8,38.7,206.33,3.31,0.38,0.47,0.1019,1.9581,Stable
56.15,18.92,29.3,53.0,19.0,39.05,214.2,3.35,0.41,0.48,0.1013,1.93798,Stable
56.58,18.92,29.7,53.3,19.2,39.41,222.06,3.39,0.43,0.48,0.1007,1.92866,Stable
57.01,18.93,30.1,53.7,19.5,39.76,229.93,3.43,0.45,0.48,0.1001,1.9243,Stable
57.45,18.92,30.5,54.0,19.7,40.12,237.8,3.47,0.48,0.48,0.0996,1.90912,Stable
57.88,18.92,30.9,54.4,20.0,40.47,245.66,3.51,0.5,0.48,0.099,1.90551,Stable
58.31,18.92,31.3,54.7,20.2,40.82,253.53,3.55,0.52,0.49,0.0985,1.89781,Stable
58.75,18.92,31.7,55.1,20.4,41.18,261.4,3.59,0.55,0.49,0.098,1.88117,Stable
59.18,18.92,32.1,55.4,20.6,41.53,269.26,3.63,0.57,0.49,0.0974,1.87346,Stable
59.61,18.92,32.5,55.8,20.9,41.89,277.13,3.67,0.59,0.49,0.0969,1.87098,Stable
5.31,18.94,33.5,57.1,22.0,43.88,329.2,3.97,0.8,0.52,0.0084,1.28608,Stable
5.75,18.94,33.9,57.4,22.2,44.23,337.07,4.01,0.82,0.52,0.009,1.28904,Stable
6.18,18.93,34.3,57.8,22.4,44.59,344.93,4.05,0.84,0.52,0.0095,1.29044,Stable
6.61,18.94,34.7,58.1,22.7,44.94,352.8,4.09,0.87,0.52,0.0101,1.29348,Stable
7.05,18.94,35.1,58.5,22.9,45.3,360.66,4.12,0.89,0.53,0.0106,1.29608,Stable
7.48,18.94,35.5,58.8,23.2,45.65,368.53,4.16,0.91,0.53,0.0111,1.3055,Stable
7.91,18.94,35.9,59.2,23.4,46.0,376.4,4.2,0.94,0.53,0.0116,1.30202,Stable
8.34,18.93,36.3,59.6,23.6,46.36,384.26,4.24,0.96,0.53,0.0121,1.30525,Stable
8.78,18.94,36.7,59.9,23.9,46.71,392.13,4.28,0.98,0.54,0.0126,1.3152,Stable
9.21,18.94,37.1,15.3,24.1,47.07,400.0,4.32,1.01,0.54,0.0131,3.40758,Stable
9.64,18.93,37.4,15.6,24.3,47.42,407.86,4.36,1.03,0.54,0.0136,3.40049,Stable
10.08,18.93,37.8,16.0,24.6,47.78,415.73,4.4,1.05,0.54,0.0141,3.38589,Stable
10.51,18.94,38.2,16.3,24.8,48.13,423.59,4.44,1.08,0.55,0.0145,3.36549,Stable
10.94,18.93,38.6,16.7,25.0,48.48,431.46,4.48,1.1,0.55,0.015,3.34068,Stable
11.38,18.94,39.0,17.0,25.3,48.84,439.33,4.52,1.12,0.55,0.0154,3.34351,Stable
11.81,18.94,39.4,17.4,25.5,49.19,447.19,4.56,1.15,0.55,0.0158,3.31479,Stable
12.24,18.93,39.8,17.7,25.8,49.55,455.06,4.6,1.17,0.55,0.0162,3.32109,Stable
12.68,18.93,40.2,18.1,26.0,49.9,462.92,4.64,1.19,0.56,0.0167,3.30196,Stable
13.11,18.93,40.6,18.4,26.2,5.26,470.79,4.67,1.22,0.56,0.0171,2.42951,Stable
13.54,18.93,41.0,18.8,26.5,5.61,478.66,4.71,1.24,0.56,0.0174,2.43936,Stable
13.97,18.93,41.4,19.2,26.7,5.96,486.52,4.75,1.26,0.56,0.0178,2.44351,Stable
14.41,18.94,41.8,19.5,26.9,6.32,494.39,4.79,1.29,0.57,0.0182,2.45723,Stable
14.84,18.94,42.2,19.9,27.2,6.67,502.26,4.83,1.31,0.57,0.0186,2.4727,Stable
15.27,18.94,42.6,20.2,27.4,7.03,510.12,4.87,1.33,0.57,0.0189,2.48487,Stable
15.71,18.93,43.0,20.6,27.6,7.38,517.99,4.91,1.36,0.57,0.0193,2.49042,Stable
16.14,18.94,43.4,20.9,27.9,7.74,525.85,4.95,1.38,0.58,0.0196,2.51188,Stable
16.57,18.94,43.8,21.3,28.1,8.09,533.72,4.99,1.4,0.58,0.02,2.51729,Stable
17.01,18.94,44.1,21.6,28.4,8.45,541.59,0.04,1.43,0.58,0.0204,2.37288,Stable
17.44,18.94,44.5,22.0,28.6,8.8,549.45,0.08,1.45,0.58,0.0207,2.37649,Stable
17.87,18.94,44.9,22.3,28.8,9.15,557.32,0.12,1.47,0.59,0.021,2.3873,Stable
18.31,18.93,45.3,22.7,29.1,9.51,565.18,0.16,1.5,0.59,0.0214,2.40119,Stable
18.74,18.94,45.7,23.0,29.3,9.86,573.05,0.2,1.52,0.59,0.0217,2.41231,Stable
19.17,18.94,46.1,23.4,29.5,10.22,580.92,0.23,1.54,0.59,0.022,2.4165,Stable
19.6,18.93,46.5,23.8,29.8,10.57,588.78,0.27,1.57,0.59,0.0223,2.43039,Stable
20.04,18.93,46.9,24.1,30.0,10.93,596.65,0.31,1.59,0.6,0.0226,2.44274,Stable
20.47,18.94,47.3,24.5,30.2,11.28,604.52,0.35,1.61,0.6,0.0228,2.4475,Stable
20.9,18.94,47.7,24.8,30.5,11.63,612.38,0.39,1.64,0.3,0.0231,2.46731,Stable
21.34,18.93,48.1,25.2,30.7,11.99,620.25,0.43,1.66,0.3,0.0234,2.47355,Stable
21.77,18.94,48.5,25.5,31.0,12.34,628.11,0.47,1.68,0.31,0.0237,2.49393,Stable
22.2,18.93,48.9,25.9,31.2,12.7,635.98,0.51,1.71,0.31,0.024,2.49885,Stable
22.64,18.94,49.3,26.2,31.4,13.05,643.85,0.55,1.73,0.31,0.0242,2.50879,Stable
23.07,18.94,49.6,26.6,31.7,13.41,651.71,0.59,1.75,0.31,0.0246,2.52528,Stable
23.5,18.94,50.0,27.0,31.9,13.76,659.58,0.63,1.78,0.32,0.0248,2.52924,Stable
23.94,18.94,50.4,27.3,32.1,14.11,667.44,0.67,1.8,0.32,0.0251,2.5411,Stable
24.37,18.94,50.8,27.7,32.4,14.47,675.31,0.71,1.82,0.32,0.0253,2.55588,Stable
24.8,18.94,51.2,28.0,32.6,14.82,683.18,0.75,1.85,0.32,0.0256,2.56699,Stable
25.23,18.94,51.6,28.4,32.8,15.18,691.04,0.78,1.87,0.33,0.0258,2.57286,Stable
25.67,18.94,52.0,28.7,33.1,15.53,698.91,0.82,1.89,0.33,0.0261,2.59447,Stable
26.1,18.93,52.4,29.1,33.3,15.89,706.78,0.86,1.92,0.33,0.0263,2.60051,Stable
26.53,18.94,52.8,29.4,33.6,16.24,714.64,0.9,1.94,0.33,0.0265,2.62124,Stable
26.97,18.94,53.2,29.8,33.8,16.59,722.51,0.94,1.96,0.33,0.0268,2.62897,Stable
27.4,18.94,53.6,30.1,34.0,16.95,730.37,0.98,1.99,0.34,0.027,2.6404,Stable
